,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
11005681,2021-06-24 01:48:30.697497+00:00,x,y,2021-07-20 14:00:00+00:00,2021-07-20 16:00:00+00:00,gamma,True,20.0,1,c-4,6900.0
12641596,2021-07-04 02:58:25.065196+00:00,x,y,2021-07-24 16:00:00+00:00,2021-07-24 18:00:00+00:00,alpha,True,15.0,1,a-23,9045.0
12396865,2021-07-02 17:50:00.716002+00:00,x,y,2021-08-07 07:00:00+00:00,2021-08-07 09:00:00+00:00,alpha,True,15.0,1,a-5,9045.0
9084351,2021-06-08 10:01:46.066442+00:00,x,y,2021-06-21 05:00:00+00:00,2021-06-21 07:00:00+00:00,gamma,True,20.0,1,c-2,10900.0
1401832,2021-02-08 04:04:17.990302+00:00,x,y,2021-03-04 05:00:00+00:00,2021-03-04 06:55:00+00:00,beta,True,35.0,0,b-1,9533.0
19901282,2021-08-18 23:01:27.909627+00:00,x,y,2021-09-05 17:00:00+00:00,2021-09-05 18:59:00+00:00,gamma,True,20.0,1,c-6,7500.0
9821067,2021-06-14 09:45:58.175445+00:00,x,y,2021-07-10 05:00:00+00:00,2021-07-10 06:55:00+00:00,beta,True,20.0,0,b-1,6522.0
3097052,2021-03-12 06:34:42.885824+00:00,x,y,2021-03-17 13:30:00+00:00,2021-03-17 15:30:00+00:00,alpha,True,35.0,1,a-5,10799.0
11670590,2021-06-28 15:45:31.995023+00:00,x,y,2021-07-04 04:00:00+00:00,2021-07-04 06:00:00+00:00,alpha,True,35.0,1,a-1,8800.0
20938355,2021-08-25 14:26:55.745617+00:00,x,y,2021-09-07 05:30:00+00:00,2021-09-07 07:30:00+00:00,gamma,True,20.0,1,c-2,6870.0
6626737,2021-05-11 13:38:39.984552+00:00,x,y,2021-06-30 15:30:00+00:00,2021-06-30 17:30:00+00:00,alpha,True,35.0,1,a-7,6995.0
18114801,2021-08-10 06:25:47.153804+00:00,x,y,2021-08-16 10:00:00+00:00,2021-08-16 12:00:00+00:00,alpha,True,20.0,1,a-7,8381.0
15741223,2021-07-24 16:50:38.105629+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,35.0,1,a-1,25345.0
1832795,2021-02-17 18:42:29.430287+00:00,x,y,2021-03-07 11:00:00+00:00,2021-03-07 13:00:00+00:00,gamma,True,20.0,2,c-4,14000.0
9703025,2021-06-13 13:44:54.530654+00:00,x,y,2021-08-09 07:00:00+00:00,2021-08-09 09:00:00+00:00,alpha,True,15.0,1,a-5,6531.0
13721727,2021-07-09 21:19:05.663691+00:00,x,y,2021-07-13 10:00:00+00:00,2021-07-13 12:00:00+00:00,alpha,True,35.0,1,a-7,19545.0
8627987,2021-06-03 18:01:15.118560+00:00,x,y,2021-06-17 13:00:00+00:00,2021-06-17 15:00:00+00:00,alpha,True,35.0,1,a-9,9707.0
23120,2021-01-01 02:16:15.830220+00:00,x,y,2021-01-02 05:00:00+00:00,2021-01-02 07:00:00+00:00,gamma,True,32.0,1,c-2,9655.0
16128539,2021-07-27 09:29:47.404703+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,35.0,1,a-7,10545.0
16538355,2021-07-30 13:59:22.837605+00:00,x,y,2021-07-30 17:00:00+00:00,2021-07-30 18:59:00+00:00,gamma,True,20.0,2,c-6,14130.0
6890458,2021-05-16 02:50:32.440989+00:00,x,y,2021-05-17 05:00:00+00:00,2021-05-17 07:00:00+00:00,gamma,True,20.0,1,c-2,7390.0
8265468,2021-05-31 15:27:43.321672+00:00,x,y,2021-07-23 11:00:00+00:00,2021-07-23 12:55:00+00:00,beta,True,20.0,0,b-69,10088.0
15646921,2021-07-23 21:04:12.141487+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,10285.0
20798670,2021-08-24 15:39:22.643239+00:00,x,y,2021-09-12 16:00:00+00:00,2021-09-12 18:00:00+00:00,alpha,True,15.0,1,a-23,7524.0
2678032,2021-03-05 16:37:03.495087+00:00,x,y,2021-03-19 15:30:00+00:00,2021-03-19 17:30:00+00:00,alpha,True,35.0,1,a-7,8027.0
20462327,2021-08-22 12:16:55.963422+00:00,x,y,2021-09-07 10:00:00+00:00,2021-09-07 12:00:00+00:00,alpha,True,20.0,1,a-7,7524.0
285325,2021-01-08 16:53:36.111594+00:00,x,y,2021-03-22 05:00:00+00:00,2021-03-22 07:00:00+00:00,gamma,True,32.0,1,c-2,9405.0
17173033,2021-08-05 03:49:53.528567+00:00,x,y,2021-08-10 17:00:00+00:00,2021-08-10 18:59:00+00:00,gamma,True,20.0,1,c-6,6870.0
4191867,2021-04-02 18:58:59.692869+00:00,x,y,2021-04-10 15:30:00+00:00,2021-04-10 17:30:00+00:00,alpha,True,35.0,1,a-7,10799.0
18481344,2021-08-11 14:23:52.702289+00:00,x,y,2021-08-16 13:00:00+00:00,2021-08-16 15:00:00+00:00,alpha,True,20.0,1,a-9,8381.0
5713298,2021-04-28 05:19:12.234830+00:00,x,y,2021-04-29 16:00:00+00:00,2021-04-29 18:00:00+00:00,alpha,True,15.0,1,a-7,8132.0
18635368,2021-08-12 09:13:10.117736+00:00,x,y,2021-08-16 17:05:00+00:00,2021-08-16 19:05:00+00:00,omega,True,20.0,1,d-5,6870.0
20365493,2021-08-21 18:29:49.163077+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,gamma,True,20.0,1,c-2,12560.0
11582081,2021-06-28 05:54:14.357550+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,True,20.0,1,c-4,8100.0
14080610,2021-07-12 09:05:40.464157+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,35.0,1,a-7,12645.0
19105588,2021-08-14 16:15:51.685128+00:00,x,y,2021-08-31 10:35:00+00:00,2021-08-31 12:35:00+00:00,omega,True,20.0,1,d-3,6870.0
4579182,2021-04-14 02:49:49.388583+00:00,x,y,2021-05-01 14:00:00+00:00,2021-05-01 15:55:00+00:00,beta,True,20.0,0,b-9,7873.0
8017281,2021-05-29 10:26:38.319899+00:00,x,y,2021-07-06 17:00:00+00:00,2021-07-06 18:59:00+00:00,gamma,True,20.0,1,c-6,10425.0
21769471,2021-08-31 20:46:44.334350+00:00,x,y,2021-09-04 14:00:00+00:00,2021-09-04 15:55:00+00:00,beta,True,40.0,0,b-9,13480.0
16241093,2021-07-28 05:50:33.092219+00:00,x,y,2021-08-18 14:00:00+00:00,2021-08-18 16:00:00+00:00,gamma,True,20.0,1,c-4,8525.0
11437925,2021-06-27 06:47:44.865659+00:00,x,y,2021-07-01 14:00:00+00:00,2021-07-01 15:55:00+00:00,beta,True,40.0,0,b-9,12726.0
6777782,2021-05-14 12:06:47.696192+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,alpha,True,35.0,1,a-1,6995.0
5923591,2021-05-01 07:49:33.222125+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,gamma,True,20.0,2,c-2,9650.0
1863616,2021-02-18 13:13:31.316187+00:00,x,y,2021-03-15 11:00:00+00:00,2021-03-15 13:00:00+00:00,gamma,True,20.0,1,c-4,12500.0
18533726,2021-08-11 18:39:08.686579+00:00,x,y,2021-09-10 07:00:00+00:00,2021-09-10 09:00:00+00:00,alpha,True,15.0,1,a-5,9045.0
18419761,2021-08-11 09:09:34.787542+00:00,x,y,2021-08-26 17:00:00+00:00,2021-08-26 18:59:00+00:00,gamma,True,20.0,2,c-6,8765.0
18241588,2021-08-10 16:51:13.412757+00:00,x,y,2021-08-16 13:00:00+00:00,2021-08-16 15:00:00+00:00,alpha,True,15.0,1,a-9,7524.0
13331590,2021-07-07 14:00:26.343348+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20.0,1,c-4,10900.0
9615880,2021-06-12 21:48:16.523636+00:00,x,y,2021-06-13 05:00:00+00:00,2021-06-13 06:55:00+00:00,beta,True,20.0,0,b-1,6522.0
895339,2021-01-26 11:49:48.323050+00:00,x,y,2021-01-31 05:00:00+00:00,2021-01-31 06:55:00+00:00,beta,True,20.0,0,b-1,8697.0
9637500,2021-06-13 06:01:06.559426+00:00,x,y,2021-06-15 17:00:00+00:00,2021-06-15 18:59:00+00:00,gamma,True,20.0,1,c-6,6900.0
9892301,2021-06-14 18:07:17.816566+00:00,x,y,2021-07-03 13:00:00+00:00,2021-07-03 15:00:00+00:00,alpha,True,15.0,1,a-9,6850.0
16739228,2021-08-01 09:04:11.120850+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 15:55:00+00:00,beta,True,40.0,0,b-9,9290.0
10188215,2021-06-17 08:26:27.418631+00:00,x,y,2021-07-18 13:00:00+00:00,2021-07-18 15:00:00+00:00,alpha,True,35.0,1,a-9,11072.0
6483396,2021-05-09 12:41:01.831060+00:00,x,y,2021-05-12 13:30:00+00:00,2021-05-12 15:30:00+00:00,alpha,True,15.0,1,a-5,5495.0
6806508,2021-05-14 20:43:06.783235+00:00,x,y,2021-05-17 17:00:00+00:00,2021-05-17 18:59:00+00:00,gamma,True,20.0,1,c-6,7390.0
8854220,2021-06-05 23:57:24.127395+00:00,x,y,2021-06-06 11:00:00+00:00,2021-06-06 13:00:00+00:00,gamma,True,20.0,2,c-4,15065.0
4600434,2021-04-14 18:11:05.496793+00:00,x,y,2021-05-13 11:00:00+00:00,2021-05-13 13:00:00+00:00,gamma,True,20.0,1,c-4,8650.0
14623901,2021-07-15 20:56:57.414887+00:00,x,y,2021-07-30 10:30:00+00:00,2021-07-30 12:30:00+00:00,alpha,True,15.0,1,a-5,11245.0
8453304,2021-06-02 06:47:25.540658+00:00,x,y,2021-06-05 17:00:00+00:00,2021-06-05 18:59:00+00:00,gamma,True,20.0,1,c-6,10900.0
10762040,2021-06-22 04:22:53.154031+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20.0,1,c-6,6900.0
1039927,2021-01-30 04:31:28.641208+00:00,x,y,2021-02-19 14:00:00+00:00,2021-02-19 15:55:00+00:00,beta,True,35.0,0,b-9,9564.0
13899073,2021-07-11 06:09:12.447672+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,alpha,True,35.0,1,a-7,10545.0
7695473,2021-05-25 03:10:34.440644+00:00,x,y,2021-06-19 05:00:00+00:00,2021-06-19 07:00:00+00:00,gamma,True,20.0,1,c-2,10425.0
19695576,2021-08-17 19:54:33.678275+00:00,x,y,2021-12-20 04:40:00+00:00,2021-12-20 06:40:00+00:00,omega,True,20.0,1,d-1,7950.0
6671414,2021-05-12 09:07:02.747984+00:00,x,y,2021-05-17 11:00:00+00:00,2021-05-17 13:00:00+00:00,gamma,True,20.0,2,c-4,8640.0
16902304,2021-08-02 16:55:20.948935+00:00,x,y,2021-08-20 05:00:00+00:00,2021-08-20 07:00:00+00:00,alpha,True,35.0,1,a-1,8381.0
17922382,2021-08-09 10:28:29.080647+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,gamma,True,20.0,2,c-2,9750.0
13047140,2021-07-06 04:32:45.231240+00:00,x,y,2021-08-03 13:00:00+00:00,2021-08-03 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
8097823,2021-05-30 08:05:58.035877+00:00,x,y,2021-06-07 13:00:00+00:00,2021-06-07 15:00:00+00:00,alpha,True,15.0,1,a-5,8962.0
1487606,2021-02-10 07:12:13.479783+00:00,x,y,2021-02-22 14:00:00+00:00,2021-02-22 15:55:00+00:00,beta,True,35.0,0,b-9,9522.0
14035532,2021-07-12 00:01:57.158312+00:00,x,y,2021-07-27 04:00:00+00:00,2021-07-27 06:00:00+00:00,alpha,True,35.0,1,a-1,12645.0
12951444,2021-07-05 14:15:49.136291+00:00,x,y,2021-07-25 07:00:00+00:00,2021-07-25 09:00:00+00:00,alpha,True,15.0,1,a-5,14945.0
21705240,2021-08-31 12:31:39.911175+00:00,x,y,2021-09-12 14:00:00+00:00,2021-09-12 15:55:00+00:00,beta,True,40.0,0,b-9,11350.0
15400876,2021-07-22 09:33:06.614612+00:00,x,y,2021-10-30 10:00:00+00:00,2021-10-30 12:00:00+00:00,alpha,True,15.0,1,a-7,9045.0
1145180,2021-02-01 16:14:19.346270+00:00,x,y,2021-02-11 13:30:00+00:00,2021-02-11 15:40:00+00:00,alpha,True,0.0,0,a-5,8739.0
8384511,2021-06-01 14:28:50.922594+00:00,x,y,2021-06-11 13:00:00+00:00,2021-06-11 15:00:00+00:00,alpha,True,15.0,1,a-9,9403.0
14985806,2021-07-18 16:04:16.764810+00:00,x,y,2021-07-31 14:00:00+00:00,2021-07-31 16:00:00+00:00,gamma,True,20.0,2,c-4,14130.0
15220611,2021-07-20 13:52:27.861925+00:00,x,y,2021-07-27 16:00:00+00:00,2021-07-27 18:00:00+00:00,alpha,True,15.0,1,a-23,12945.0
9755852,2021-06-13 20:19:15.326799+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,True,35.0,1,a-23,7150.0
19101358,2021-08-14 15:45:29.870895+00:00,x,y,2021-08-17 16:00:00+00:00,2021-08-17 18:00:00+00:00,alpha,True,20.0,1,a-23,10545.0
6404321,2021-05-08 09:04:50.272776+00:00,x,y,2021-09-10 11:00:00+00:00,2021-09-10 12:55:00+00:00,beta,True,20.0,0,b-69,6755.0
21210356,2021-08-27 12:32:42.570504+00:00,x,y,2021-08-29 13:00:00+00:00,2021-08-29 15:00:00+00:00,alpha,True,15.0,1,a-9,14945.0
12988953,2021-07-05 17:54:21.591607+00:00,x,y,2021-07-06 11:00:00+00:00,2021-07-06 12:55:00+00:00,beta,True,40.0,0,b-69,19700.0
20914172,2021-08-25 11:12:22.423985+00:00,x,y,2021-09-05 13:00:00+00:00,2021-09-05 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
15189601,2021-07-20 09:18:31.293012+00:00,x,y,2021-07-23 16:00:00+00:00,2021-07-23 18:00:00+00:00,alpha,True,15.0,1,a-23,9045.0
6705592,2021-05-12 23:50:06.454925+00:00,x,y,2021-06-08 17:00:00+00:00,2021-06-08 18:59:00+00:00,gamma,True,20.0,1,c-6,9655.0
5387271,2021-04-24 00:05:47.122414+00:00,x,y,2021-05-08 17:00:00+00:00,2021-05-08 18:59:00+00:00,gamma,True,20.0,2,c-6,8640.0
9604188,2021-06-12 19:42:10.134288+00:00,x,y,2021-07-19 04:00:00+00:00,2021-07-19 06:00:00+00:00,alpha,True,15.0,1,a-1,6531.0
16375929,2021-07-29 07:29:26.756428+00:00,x,y,2021-09-17 05:00:00+00:00,2021-09-17 07:00:00+00:00,alpha,True,35.0,1,a-1,10545.0
21747149,2021-08-31 17:58:14.920121+00:00,x,y,2021-10-09 17:00:00+00:00,2021-10-09 18:59:00+00:00,gamma,True,20.0,1,c-6,6870.0
238728,2021-01-07 10:28:12.160478+00:00,x,y,2021-01-31 11:00:00+00:00,2021-01-31 13:00:00+00:00,gamma,True,32.0,1,c-4,9150.0
9578739,2021-06-12 16:41:36.815994+00:00,x,y,2021-06-15 17:00:00+00:00,2021-06-15 18:59:00+00:00,gamma,True,20.0,2,c-6,7900.0
20962027,2021-08-25 17:19:56.335574+00:00,x,y,2021-08-28 13:00:00+00:00,2021-08-28 15:00:00+00:00,alpha,True,15.0,1,a-9,11245.0
13340319,2021-07-07 14:49:26.474115+00:00,x,y,2021-07-19 09:45:00+00:00,2021-07-19 11:45:00+00:00,gamma,True,20.0,1,c-2,12050.0
9800587,2021-06-14 07:27:37.413862+00:00,x,y,2021-06-14 10:00:00+00:00,2021-06-14 12:00:00+00:00,alpha,True,35.0,1,a-7,7124.0
16527469,2021-07-30 12:11:06.303635+00:00,x,y,2021-07-30 16:20:00+00:00,2021-07-30 18:20:00+00:00,alpha,True,15.0,1,a-23,18945.0
14392686,2021-07-14 09:25:06.902830+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,True,20.0,1,c-4,17345.0
20508352,2021-08-22 17:46:16.911471+00:00,x,y,2021-08-25 14:00:00+00:00,2021-08-25 15:55:00+00:00,beta,True,40.0,0,b-9,15820.0
8656069,2021-06-04 03:15:55.913878+00:00,x,y,2021-06-07 07:00:00+00:00,2021-06-07 09:00:00+00:00,alpha,True,15.0,1,a-5,9403.0
4230583,2021-04-04 01:09:42.426649+00:00,x,y,2021-04-06 11:00:00+00:00,2021-04-06 12:55:00+00:00,beta,True,20.0,0,b-69,8998.0
18011298,2021-08-09 17:26:21.528349+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 16:00:00+00:00,gamma,True,20.0,2,c-4,16075.0
1307028,2021-02-05 12:37:28.258109+00:00,x,y,2021-03-24 13:30:00+00:00,2021-03-24 15:40:00+00:00,alpha,True,0.0,0,a-5,8739.0
18776499,2021-08-12 23:10:47.831963+00:00,x,y,2021-08-14 04:00:00+00:00,2021-08-14 06:00:00+00:00,alpha,True,15.0,1,a-1,9045.0
19766102,2021-08-18 08:33:36.923876+00:00,x,y,2021-09-18 07:00:00+00:00,2021-09-18 09:00:00+00:00,alpha,True,15.0,1,a-5,9045.0
3802529,2021-03-25 06:14:59.910890+00:00,x,y,2021-04-07 05:00:00+00:00,2021-04-07 07:00:00+00:00,alpha,True,15.0,1,a-1,9798.0
1759852,2021-02-16 09:49:45.503009+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 07:00:00+00:00,gamma,True,20.0,2,c-2,13750.0
1337564,2021-02-06 09:21:41.298811+00:00,x,y,2021-02-17 14:00:00+00:00,2021-02-17 15:55:00+00:00,beta,True,35.0,0,b-9,9533.0
14565024,2021-07-15 12:45:46.384437+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 15:55:00+00:00,beta,True,40.0,0,b-9,17620.0
18694728,2021-08-12 14:42:10.742497+00:00,x,y,2021-08-22 14:00:00+00:00,2021-08-22 15:55:00+00:00,beta,True,40.0,0,b-9,20460.0
16230377,2021-07-28 03:15:17.171640+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 16:00:00+00:00,gamma,True,20.0,1,c-4,8525.0
11255714,2021-06-25 17:39:15.881419+00:00,x,y,2021-06-29 05:00:00+00:00,2021-06-29 06:55:00+00:00,beta,True,20.0,0,b-1,6720.0
10678658,2021-06-21 11:11:52.865973+00:00,x,y,2021-06-22 09:45:00+00:00,2021-06-22 11:45:00+00:00,gamma,True,20.0,2,c-2,7620.0
5104201,2021-04-21 08:10:57.930164+00:00,x,y,2021-05-05 11:00:00+00:00,2021-05-05 13:00:00+00:00,gamma,True,20.0,1,c-4,7640.0
1834340,2021-02-17 19:24:38.758808+00:00,x,y,2021-03-05 11:00:00+00:00,2021-03-05 13:00:00+00:00,gamma,True,20.0,2,c-4,14000.0
17416528,2021-08-06 17:17:10.363625+00:00,x,y,2021-08-11 16:00:00+00:00,2021-08-11 18:00:00+00:00,alpha,True,15.0,1,a-23,6810.0
20370535,2021-08-21 19:02:10.589136+00:00,x,y,2021-09-10 05:00:00+00:00,2021-09-10 06:55:00+00:00,beta,True,20.0,0,b-1,6410.0
1543470,2021-02-11 14:48:56.258076+00:00,x,y,2021-02-20 05:00:00+00:00,2021-02-20 07:00:00+00:00,gamma,True,0.0,0,c-2,8525.0
6586586,2021-05-10 22:26:19.625010+00:00,x,y,2021-05-19 13:00:00+00:00,2021-05-19 15:00:00+00:00,alpha,True,15.0,1,a-5,6495.0
6580224,2021-05-10 19:59:25.494852+00:00,x,y,2021-05-23 17:00:00+00:00,2021-05-23 18:59:00+00:00,gamma,True,20.0,1,c-6,7390.0
11323654,2021-06-26 08:52:26.445632+00:00,x,y,2021-07-13 17:00:00+00:00,2021-07-13 18:59:00+00:00,gamma,True,20.0,1,c-6,8100.0
20331381,2021-08-21 14:05:01.217843+00:00,x,y,2021-08-31 07:00:00+00:00,2021-08-31 09:00:00+00:00,alpha,True,20.0,1,a-5,8381.0
11694953,2021-06-28 18:04:51.623041+00:00,x,y,2021-07-02 05:00:00+00:00,2021-07-02 07:00:00+00:00,alpha,True,35.0,1,a-1,8800.0
20663114,2021-08-23 17:40:58.158495+00:00,x,y,2021-09-10 17:05:00+00:00,2021-09-10 19:05:00+00:00,omega,True,20.0,1,d-5,7950.0
9868242,2021-06-14 15:15:48.447413+00:00,x,y,2021-06-22 07:00:00+00:00,2021-06-22 09:00:00+00:00,alpha,True,35.0,1,a-5,7124.0
15620773,2021-07-23 17:27:02.513838+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,gamma,True,20.0,2,c-2,10280.0
4482646,2021-04-10 17:11:15.458345+00:00,x,y,2021-07-03 05:00:00+00:00,2021-07-03 07:00:00+00:00,alpha,True,35.0,1,a-1,8605.0
20709457,2021-08-24 03:58:39.178399+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,gamma,True,20.0,2,c-2,11285.0
19715709,2021-08-17 23:22:21.003815+00:00,x,y,2021-08-18 10:00:00+00:00,2021-08-18 12:00:00+00:00,gamma,True,20.0,2,c-2,23130.0
17514596,2021-08-07 09:26:49.225177+00:00,x,y,2021-09-06 10:00:00+00:00,2021-09-06 12:00:00+00:00,alpha,True,20.0,1,a-7,8381.0
7288153,2021-05-20 11:24:44.020626+00:00,x,y,2021-06-01 05:00:00+00:00,2021-06-01 07:00:00+00:00,gamma,True,20.0,1,c-2,8025.0
3658710,2021-03-22 04:26:49.374944+00:00,x,y,2021-03-28 17:00:00+00:00,2021-03-28 18:59:00+00:00,gamma,True,20.0,2,c-6,10800.0
21104302,2021-08-26 17:11:10.634380+00:00,x,y,2021-09-04 11:00:00+00:00,2021-09-04 13:00:00+00:00,gamma,True,20.0,2,c-4,9750.0
10204077,2021-06-17 10:45:30.725490+00:00,x,y,2021-06-24 09:45:00+00:00,2021-06-24 11:45:00+00:00,gamma,True,20.0,1,c-2,6620.0
2648311,2021-03-05 08:32:10.134625+00:00,x,y,2021-03-09 05:00:00+00:00,2021-03-09 07:00:00+00:00,gamma,True,20.0,2,c-2,8890.0
5606282,2021-04-26 16:51:05.335345+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,alpha,True,35.0,1,a-1,8290.0
9650810,2021-06-13 07:44:37.023410+00:00,x,y,2021-07-10 14:00:00+00:00,2021-07-10 16:00:00+00:00,gamma,True,20.0,1,c-4,6900.0
18834436,2021-08-13 08:46:24.728068+00:00,x,y,2021-08-24 04:00:00+00:00,2021-08-24 06:00:00+00:00,alpha,True,20.0,1,a-1,10545.0
6671163,2021-05-12 09:03:32.578876+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 12:55:00+00:00,beta,True,20.0,0,b-69,6723.0
1128439,2021-02-01 09:20:20.502917+00:00,x,y,2021-02-02 13:30:00+00:00,2021-02-02 15:40:00+00:00,alpha,True,0.0,0,a-5,8739.0
1375493,2021-02-07 10:15:12.247242+00:00,x,y,2021-02-18 17:00:00+00:00,2021-02-18 18:59:00+00:00,gamma,True,0.0,0,c-6,8525.0
275190,2021-01-08 11:47:04.268115+00:00,x,y,2021-01-12 05:00:00+00:00,2021-01-12 06:55:00+00:00,beta,False,20.0,0,b-1,8707.0
20842360,2021-08-24 21:04:12.449670+00:00,x,y,2021-10-01 10:00:00+00:00,2021-10-01 12:00:00+00:00,alpha,True,15.0,1,a-7,6810.0
13979836,2021-07-11 14:55:41.781246+00:00,x,y,2021-07-13 09:45:00+00:00,2021-07-13 11:45:00+00:00,gamma,True,20.0,1,c-2,15075.0
10780920,2021-06-22 07:51:01.463810+00:00,x,y,2021-07-10 17:00:00+00:00,2021-07-10 18:59:00+00:00,gamma,True,20.0,2,c-6,9100.0
17148318,2021-08-04 19:21:35.117873+00:00,x,y,2021-08-19 04:40:00+00:00,2021-08-19 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
11712923,2021-06-28 19:57:46.840014+00:00,x,y,2021-06-30 10:00:00+00:00,2021-06-30 12:00:00+00:00,alpha,True,15.0,1,a-7,11807.0
6922673,2021-05-16 11:21:34.255571+00:00,x,y,2021-05-29 11:00:00+00:00,2021-05-29 13:00:00+00:00,gamma,True,20.0,2,c-4,8390.0
16841263,2021-08-02 07:25:53.277269+00:00,x,y,2021-08-06 16:00:00+00:00,2021-08-06 18:00:00+00:00,alpha,True,15.0,1,a-23,9045.0
7889797,2021-05-27 17:25:52.728080+00:00,x,y,2021-06-08 16:00:00+00:00,2021-06-08 18:00:00+00:00,alpha,True,15.0,1,a-7,7520.0
3110651,2021-03-12 10:08:48.079995+00:00,x,y,2021-03-12 13:30:00+00:00,2021-03-12 15:30:00+00:00,alpha,True,35.0,1,a-5,10799.0
17974967,2021-08-09 14:50:23.234083+00:00,x,y,2021-08-10 04:00:00+00:00,2021-08-10 06:00:00+00:00,alpha,True,15.0,1,a-1,12945.0
3374456,2021-03-16 14:27:01.274219+00:00,x,y,2021-04-23 13:30:00+00:00,2021-04-23 15:30:00+00:00,alpha,True,35.0,1,a-5,10799.0
18823067,2021-08-13 07:38:51.060490+00:00,x,y,2021-08-30 10:00:00+00:00,2021-08-30 12:00:00+00:00,gamma,True,20.0,1,c-2,7765.0
6337749,2021-05-07 07:36:00.523697+00:00,x,y,2021-06-14 11:00:00+00:00,2021-06-14 12:55:00+00:00,beta,True,20.0,0,b-69,6755.0
9423691,2021-06-11 15:47:02.650442+00:00,x,y,2021-06-20 04:00:00+00:00,2021-06-20 06:00:00+00:00,alpha,True,15.0,1,a-1,9403.0
13365582,2021-07-07 17:11:32.696401+00:00,x,y,2021-07-14 11:00:00+00:00,2021-07-14 12:55:00+00:00,beta,True,40.0,0,b-69,12900.0
827045,2021-01-24 14:37:01.947730+00:00,x,y,2021-02-06 05:00:00+00:00,2021-02-06 07:00:00+00:00,gamma,True,32.0,1,c-2,9150.0
6505414,2021-05-09 18:56:10.836157+00:00,x,y,2021-06-08 15:30:00+00:00,2021-06-08 17:30:00+00:00,alpha,True,15.0,1,a-7,7796.0
2698507,2021-03-06 04:21:03.955839+00:00,x,y,2021-05-20 05:00:00+00:00,2021-05-20 07:00:00+00:00,gamma,True,20.0,1,c-2,9905.0
6927910,2021-05-16 12:25:02.470849+00:00,x,y,2021-05-23 11:00:00+00:00,2021-05-23 12:55:00+00:00,beta,True,20.0,0,b-69,6734.0
6325760,2021-05-07 01:56:46.524982+00:00,x,y,2021-05-07 11:00:00+00:00,2021-05-07 13:00:00+00:00,gamma,True,0.0,0,c-4,7315.0
11969221,2021-06-30 11:05:41.656704+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,gamma,True,20.0,1,c-6,7765.0
17756707,2021-08-08 13:44:52.855310+00:00,x,y,2021-08-24 14:00:00+00:00,2021-08-24 16:00:00+00:00,gamma,True,20.0,1,c-4,8525.0
1338579,2021-02-06 09:49:01.613228+00:00,x,y,2021-02-07 11:00:00+00:00,2021-02-07 12:55:00+00:00,beta,True,45.0,0,b-69,16790.0
9442533,2021-06-11 19:14:12.928898+00:00,x,y,2021-08-01 07:05:00+00:00,2021-08-01 09:00:00+00:00,alpha,True,35.0,1,a-5,9707.0
19573822,2021-08-17 07:47:04.204557+00:00,x,y,2021-08-21 04:40:00+00:00,2021-08-21 06:40:00+00:00,omega,True,20.0,1,d-1,16500.0
16984063,2021-08-03 13:16:42.808289+00:00,x,y,2021-08-15 17:00:00+00:00,2021-08-15 18:59:00+00:00,gamma,True,20.0,2,c-6,8765.0
